DAILY REVENUE,,,,,,,,
EOM,DATE,DAY,No.,CLUB,Description,link ce,to link pnl,REV
46173,46146,4,,PCO,Stretching,PT,PT,0
46173,46146,4,,PCO,Kickfit,PT,PT,0
46173,46146,4,,PCO,Mixed,PT,PT,0
46173,46146,4,,PCO,Pilates,PT,PT,0
46173,46146,4,,PCO,Physio,PT,PT,0
46173,46146,4,,PCO,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,PCO,Yoga,,,
46173,46146,4,,PCO,YI 1:1,YI,Y&I,0
46173,46146,4,,PCO,Yoga Class,,,
46173,46146,4,,PCO,Group X,,,
46173,46146,4,,PCO,GX 1:1,,,
46173,46146,4,,PCO,Group Class,,,
46173,46146,4,,PCO,Supplement,Supplement,Supplement,0
46173,46146,4,,PCO,VAS,,,
46173,46146,4,,PCO,Retail & Califresh,Califresh and Retail,Califresh and Retail,52.6453221472553
46173,46146,4,,PCO,Retail & Califresh,Califresh FW,Califresh and Retail,127.542067122084
46173,46146,4,3,BDS,CC,NMS,NMS,88.0931723930738
46173,46146,4,,BDS,CS,,,
46173,46146,4,,BDS,Gym,,,
46173,46146,4,,BDS,PT,PT,PT,0
46173,46146,4,,BDS,CES,PT,PT,0
46173,46146,4,,BDS,Stretching,PT,PT,0
46173,46146,4,,BDS,Kickfit,PT,PT,0
46173,46146,4,,BDS,Mixed,PT,PT,0
46173,46146,4,,BDS,Pilates,PT,PT,0
46173,46146,4,,BDS,Physio,PT,PT,0
46173,46146,4,,BDS,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,BDS,Yoga,,,
46173,46146,4,,BDS,YI 1:1,YI,Y&I,0
46173,46146,4,,BDS,Yoga Class,,,
46173,46146,4,,BDS,Group X,,,
46173,46146,4,,BDS,GX 1:1,,,
46173,46146,4,,BDS,Group Class,,,
46173,46146,4,,BDS,Supplement,Supplement,Supplement,0
46173,46146,4,,BDS,VAS,,,
46173,46146,4,,BDS,Retail & Califresh,Califresh and Retail,Califresh and Retail,1.70570843757107
46173,46146,4,,BDS,Retail & Califresh,Califresh FW,Califresh and Retail,59.2786327378094
46173,46146,4,4,VVO,CC,NMS,NMS,1679.227840531
46173,46146,4,,VVO,CS,,,
46173,46146,4,,VVO,Gym,,,
46173,46146,4,,VVO,PT,PT,PT,1086.31853368037
46173,46146,4,,VVO,CES,PT,PT,0
46173,46146,4,,VVO,Stretching,PT,PT,80.020889663828
46173,46146,4,,VVO,Kickfit,PT,PT,0
46173,46146,4,,VVO,Mixed,PT,PT,0
46173,46146,4,,VVO,Pilates,PT,PT,0
46173,46146,4,,VVO,Physio,PT,PT,0
46173,46146,4,,VVO,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,VVO,Yoga,,,
46173,46146,4,,VVO,YI 1:1,YI,Y&I,0
46173,46146,4,,VVO,Yoga Class,,,
46173,46146,4,,VVO,Group X,,,
46173,46146,4,,VVO,GX 1:1,,,
46173,46146,4,,VVO,Group Class,,,
46173,46146,4,,VVO,Supplement,Supplement,Supplement,0
46173,46146,4,,VVO,VAS,,,
46173,46146,4,,VVO,Retail & Califresh,Califresh and Retail,Califresh and Retail,0
46173,46146,4,,VVO,Retail & Califresh,Califresh FW,Califresh and Retail,56.5410759861522
46173,46146,4,5,TDC,CC,NMS,NMS,556.706733266509
46173,46146,4,,TDC,CS,,,
46173,46146,4,,TDC,Gym,,,
46173,46146,4,,TDC,PT,PT,PT,846.466586365002
46173,46146,4,,TDC,CES,PT,PT,0
46173,46146,4,,TDC,Stretching,PT,PT,0
46173,46146,4,,TDC,Kickfit,PT,PT,138.913456705891
46173,46146,4,,TDC,Mixed,PT,PT,0
46173,46146,4,,TDC,Pilates,PT,PT,0
46173,46146,4,,TDC,Physio,PT,PT,0
46173,46146,4,,TDC,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,TDC,Yoga,,,
46173,46146,4,,TDC,YI 1:1,YI,Y&I,0
46173,46146,4,,TDC,Yoga Class,,,
46173,46146,4,,TDC,Group X,,,
46173,46146,4,,TDC,GX 1:1,,,
46173,46146,4,,TDC,Group Class,,,
46173,46146,4,,TDC,Supplement,Supplement,Supplement,0
46173,46146,4,,TDC,VAS,,,
46173,46146,4,,TDC,Retail & Califresh,Califresh and Retail,Califresh and Retail,4.87846651897899
46173,46146,4,,TDC,Retail & Califresh,Califresh FW,Califresh and Retail,148.951164795301
46173,46146,4,6,FDC,CC,NMS,NMS,1350.48570574213
46173,46146,4,,FDC,CS,,,
46173,46146,4,,FDC,Gym,,,
46173,46146,4,,FDC,PT,PT,PT,140.387525726014
46173,46146,4,,FDC,CES,PT,PT,0
46173,46146,4,,FDC,Stretching,PT,PT,0
46173,46146,4,,FDC,Kickfit,PT,PT,0
46173,46146,4,,FDC,Mixed,PT,PT,0
46173,46146,4,,FDC,Pilates,PT,PT,0
46173,46146,4,,FDC,Physio,PT,PT,0
46173,46146,4,,FDC,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,FDC,Yoga,,,
46173,46146,4,,FDC,YI 1:1,YI,Y&I,0
46173,46146,4,,FDC,Yoga Class,,,
46173,46146,4,,FDC,Group X,,,
46173,46146,4,,FDC,GX 1:1,,,
46173,46146,4,,FDC,Group Class,,,
46173,46146,4,,FDC,Supplement,Supplement,Supplement,0
46173,46146,4,,FDC,VAS,,,
46173,46146,4,,FDC,Retail & Califresh,Califresh and Retail,Califresh and Retail,0
46173,46146,4,,FDC,Retail & Califresh,Califresh FW,Califresh and Retail,89.9533071089435
46173,46146,4,7,RCC,CC,NMS,NMS,2372.82995982109
46173,46146,4,,RCC,CS,,,
46173,46146,4,,RCC,Gym,,,
46173,46146,4,,RCC,PT,PT,PT,1235.41022638892
46173,46146,4,,RCC,CES,PT,PT,0
46173,46146,4,,RCC,Stretching,PT,PT,0
46173,46146,4,,RCC,Kickfit,PT,PT,0
46173,46146,4,,RCC,Mixed,PT,PT,0
46173,46146,4,,RCC,Pilates,PT,PT,0
46173,46146,4,,RCC,Physio,PT,PT,0
46173,46146,4,,RCC,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,RCC,Yoga,,,
46173,46146,4,,RCC,YI 1:1,YI,Y&I,0
46173,46146,4,,RCC,Yoga Class,,,
46173,46146,4,,RCC,Group X,,,
46173,46146,4,,RCC,GX 1:1,,,
46173,46146,4,,RCC,Group Class,,,
46173,46146,4,,RCC,Supplement,Supplement,Supplement,0
46173,46146,4,,RCC,VAS,,,
46173,46146,4,,RCC,Retail & Califresh,Califresh and Retail,Califresh and Retail,30.323705556819
46173,46146,4,,RCC,Retail & Califresh,Califresh FW,Califresh and Retail,3.86065695746539
46173,46146,4,8,SCT,CC,NMS,NMS,1403.41899780153
46173,46146,4,,SCT,CS,,,
46173,46146,4,,SCT,Gym,,,
46173,46146,4,,SCT,PT,PT,PT,0
46173,46146,4,,SCT,CES,PT,PT,0
46173,46146,4,,SCT,Stretching,PT,PT,0
46173,46146,4,,SCT,Kickfit,PT,PT,1316.13305368138
46173,46146,4,,SCT,Mixed,PT,PT,0
46173,46146,4,,SCT,Pilates,PT,PT,0
46173,46146,4,,SCT,Physio,PT,PT,0
46173,46146,4,,SCT,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,SCT,Yoga,,,
46173,46146,4,,SCT,YI 1:1,YI,Y&I,0
46173,46146,4,,SCT,Yoga Class,,,
46173,46146,4,,SCT,Group X,,,
46173,46146,4,,SCT,GX 1:1,,,
46173,46146,4,,SCT,Group Class,,,
46173,46146,4,,SCT,Supplement,Supplement,Supplement,0
46173,46146,4,,SCT,VAS,,,
46173,46146,4,,SCT,Retail & Califresh,Califresh and Retail,Califresh and Retail,0
46173,46146,4,,SCT,Retail & Califresh,Califresh FW,Califresh and Retail,51.2063500085636
46173,46146,4,9,TCM,CC,NMS,NMS,1040.30238069166
46173,46146,4,,TCM,CS,,,
46173,46146,4,,TCM,Gym,,,
46173,46146,4,,TCM,PT,PT,PT,175.484407157518
46173,46146,4,,TCM,CES,PT,PT,0
46173,46146,4,,TCM,Stretching,PT,PT,0
46173,46146,4,,TCM,Kickfit,PT,PT,0
46173,46146,4,,TCM,Mixed,PT,PT,0
46173,46146,4,,TCM,Pilates,PT,PT,0
46173,46146,4,,TCM,Physio,PT,PT,0
46173,46146,4,,TCM,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,TCM,Yoga,,,
46173,46146,4,,TCM,YI 1:1,YI,Y&I,0
46173,46146,4,,TCM,Yoga Class,,,
46173,46146,4,,TCM,Group X,,,
46173,46146,4,,TCM,GX 1:1,,,
46173,46146,4,,TCM,Group Class,,,
46173,46146,4,,TCM,Supplement,Supplement,Supplement,0
46173,46146,4,,TCM,VAS,,,
46173,46146,4,,TCM,Retail & Califresh,Califresh and Retail,Califresh and Retail,14.635399556937
46173,46146,4,,TCM,Retail & Califresh,Califresh FW,Califresh and Retail,148.986261676733
46173,46146,4,10,CPT,CC,NMS,NMS,348.196160681946
46173,46146,4,,CPT,CS,,,
46173,46146,4,,CPT,Gym,,,
46173,46146,4,,CPT,PT,PT,PT,0
46173,46146,4,,CPT,CES,PT,PT,0
46173,46146,4,,CPT,Stretching,PT,PT,0
46173,46146,4,,CPT,Kickfit,PT,PT,0
46173,46146,4,,CPT,Mixed,PT,PT,0
46173,46146,4,,CPT,Pilates,PT,PT,0
46173,46146,4,,CPT,Physio,PT,PT,0
46173,46146,4,,CPT,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,CPT,Yoga,,,
46173,46146,4,,CPT,YI 1:1,YI,Y&I,0
46173,46146,4,,CPT,Yoga Class,,,
46173,46146,4,,CPT,Group X,,,
46173,46146,4,,CPT,GX 1:1,,,
46173,46146,4,,CPT,Group Class,,,
46173,46146,4,,CPT,Supplement,Supplement,Supplement,0
46173,46146,4,,CPT,VAS,,,
46173,46146,4,,CPT,Retail & Califresh,Califresh and Retail,Califresh and Retail,0
46173,46146,4,,CPT,Retail & Califresh,Califresh FW,Califresh and Retail,60.4719267064805
46173,46146,4,11,DNG,CC,NMS,NMS,103.134888546343
46173,46146,4,,DNG,CS,,,
46173,46146,4,,DNG,Gym,,,
46173,46146,4,,DNG,PT,PT,PT,965.164239366347
46173,46146,4,,DNG,CES,PT,PT,0
46173,46146,4,,DNG,Stretching,PT,PT,0
46173,46146,4,,DNG,Kickfit,PT,PT,0
46173,46146,4,,DNG,Mixed,PT,PT,0
46173,46146,4,,DNG,Pilates,PT,PT,0
46173,46146,4,,DNG,Physio,PT,PT,0
46173,46146,4,,DNG,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,DNG,Yoga,,,
46173,46146,4,,DNG,YI 1:1,YI,Y&I,0
46173,46146,4,,DNG,Yoga Class,,,
46173,46146,4,,DNG,Group X,,,
46173,46146,4,,DNG,GX 1:1,,,
46173,46146,4,,DNG,Group Class,,,
46173,46146,4,,DNG,Supplement,Supplement,Supplement,0
46173,46146,4,,DNG,VAS,,,
46173,46146,4,,DNG,Retail & Califresh,Califresh and Retail,Califresh and Retail,61.461658762849
46173,46146,4,,DNG,Retail & Califresh,Califresh FW,Califresh and Retail,29.1655084695794
46173,46146,4,12,LTC,CC,NMS,NMS,73.6332572432944
46173,46146,4,,LTC,CS,,,
46173,46146,4,,LTC,Gym,,,
46173,46146,4,,LTC,PT,PT,PT,0
46173,46146,4,,LTC,CES,PT,PT,0
46173,46146,4,,LTC,Stretching,PT,PT,0
46173,46146,4,,LTC,Kickfit,PT,PT,0
46173,46146,4,,LTC,Mixed,PT,PT,0
46173,46146,4,,LTC,Pilates,PT,PT,0
46173,46146,4,,LTC,Physio,PT,PT,0
46173,46146,4,,LTC,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,LTC,Yoga,,,
46173,46146,4,,LTC,YI 1:1,YI,Y&I,0
46173,46146,4,,LTC,Yoga Class,,,
46173,46146,4,,LTC,Group X,,,
46173,46146,4,,LTC,GX 1:1,,,
46173,46146,4,,LTC,Group Class,,,
46173,46146,4,,LTC,Supplement,Supplement,Supplement,0
46173,46146,4,,LTC,VAS,,,
46173,46146,4,,LTC,Retail & Califresh,Califresh and Retail,Califresh and Retail,0
46173,46146,4,,LTC,Retail & Califresh,Califresh FW,Califresh and Retail,0
46173,46146,4,13,PPC,CC,NMS,NMS,87.7071066973273
46173,46146,4,,PPC,CS,,,
46173,46146,4,,PPC,Gym,,,
46173,46146,4,,PPC,PT,PT,PT,0
46173,46146,4,,PPC,CES,PT,PT,0
46173,46146,4,,PPC,Stretching,PT,PT,0
46173,46146,4,,PPC,Kickfit,PT,PT,0
46173,46146,4,,PPC,Mixed,PT,PT,0
46173,46146,4,,PPC,Pilates,PT,PT,0
46173,46146,4,,PPC,Physio,PT,PT,0
46173,46146,4,,PPC,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,PPC,Yoga,,,
46173,46146,4,,PPC,YI 1:1,YI,Y&I,0
46173,46146,4,,PPC,Yoga Class,,,
46173,46146,4,,PPC,Group X,,,
46173,46146,4,,PPC,GX 1:1,,,
46173,46146,4,,PPC,Group Class,,,
46173,46146,4,,PPC,Supplement,Supplement,Supplement,0
46173,46146,4,,PPC,VAS,,,
46173,46146,4,,PPC,Retail & Califresh,Califresh and Retail,Califresh and Retail,0
46173,46146,4,,PPC,Retail & Califresh,Califresh FW,Califresh and Retail,0
46173,46146,4,14,PBH,CC,NMS,NMS,451.486282734861
46173,46146,4,,PBH,CS,,,
46173,46146,4,,PBH,Gym,,,
46173,46146,4,,PBH,PT,PT,PT,0
46173,46146,4,,PBH,CES,PT,PT,0
46173,46146,4,,PBH,Stretching,PT,PT,0
46173,46146,4,,PBH,Kickfit,PT,PT,60.6474111136381
46173,46146,4,,PBH,Mixed,PT,PT,0
46173,46146,4,,PBH,Pilates,PT,PT,0
46173,46146,4,,PBH,Physio,PT,PT,0
46173,46146,4,,PBH,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,PBH,Yoga,,,
46173,46146,4,,PBH,YI 1:1,YI,Y&I,0
46173,46146,4,,PBH,Yoga Class,,,
46173,46146,4,,PBH,Group X,,,
46173,46146,4,,PBH,GX 1:1,,,
46173,46146,4,,PBH,Group Class,,,
46173,46146,4,,PBH,Supplement,Supplement,Supplement,0
46173,46146,4,,PBH,VAS,,,
46173,46146,4,,PBH,Retail & Califresh,Califresh and Retail,Califresh and Retail,8.35305778069784
46173,46146,4,,PBH,Retail & Califresh,Califresh FW,Califresh and Retail,31.0607400668806
46173,46146,4,15,NTC,CC,NMS,NMS,380.643227565371
46173,46146,4,,NTC,CS,,,
46173,46146,4,,NTC,Gym,,,
46173,46146,4,,NTC,PT,PT,PT,161.445654584916
46173,46146,4,,NTC,CES,PT,PT,0
46173,46146,4,,NTC,Stretching,PT,PT,105.290644294511
46173,46146,4,,NTC,Kickfit,PT,PT,0
46173,46146,4,,NTC,Mixed,PT,PT,0
46173,46146,4,,NTC,Pilates,PT,PT,113.713895838071
46173,46146,4,,NTC,Physio,PT,PT,0
46173,46146,4,,NTC,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,NTC,Yoga,,,
46173,46146,4,,NTC,YI 1:1,YI,Y&I,0
46173,46146,4,,NTC,Yoga Class,,,
46173,46146,4,,NTC,Group X,,,
46173,46146,4,,NTC,GX 1:1,,,
46173,46146,4,,NTC,Group Class,,,
46173,46146,4,,NTC,Supplement,Supplement,Supplement,0
46173,46146,4,,NTC,VAS,,,
46173,46146,4,,NTC,Retail & Califresh,Califresh and Retail,Califresh and Retail,14.8108839640945
46173,46146,4,,NTC,Retail & Califresh,Califresh FW,Califresh and Retail,53.1366784872963
46173,46146,4,16,CTC,CC,NMS,NMS,603.175004281819
46173,46146,4,,CTC,CS,,,
46173,46146,4,,CTC,Gym,,,
46173,46146,4,,CTC,PT,PT,PT,0
46173,46146,4,,CTC,CES,PT,PT,0
46173,46146,4,,CTC,Stretching,PT,PT,0
46173,46146,4,,CTC,Kickfit,PT,PT,0
46173,46146,4,,CTC,Mixed,PT,PT,0
46173,46146,4,,CTC,Pilates,PT,PT,0
46173,46146,4,,CTC,Physio,PT,PT,0
46173,46146,4,,CTC,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,CTC,Yoga,,,
46173,46146,4,,CTC,YI 1:1,YI,Y&I,0
46173,46146,4,,CTC,Yoga Class,,,
46173,46146,4,,CTC,Group X,,,
46173,46146,4,,CTC,GX 1:1,,,
46173,46146,4,,CTC,Group Class,,,
46173,46146,4,,CTC,Supplement,Supplement,Supplement,0
46173,46146,4,,CTC,VAS,,,
46173,46146,4,,CTC,Retail & Califresh,Califresh and Retail,Califresh and Retail,0
46173,46146,4,,CTC,Retail & Califresh,Califresh FW,Califresh and Retail,40.8176731048386
46173,46146,4,17,PCH,CC,NMS,NMS,840.535213403078
46173,46146,4,,PCH,CS,,,
46173,46146,4,,PCH,Gym,,,
46173,46146,4,,PCH,PT,PT,PT,0
46173,46146,4,,PCH,CES,PT,PT,0
46173,46146,4,,PCH,Stretching,PT,PT,0
46173,46146,4,,PCH,Kickfit,PT,PT,0
46173,46146,4,,PCH,Mixed,PT,PT,0
46173,46146,4,,PCH,Pilates,PT,PT,0
46173,46146,4,,PCH,Physio,PT,PT,0
46173,46146,4,,PCH,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,PCH,Yoga,,,
46173,46146,4,,PCH,YI 1:1,YI,Y&I,0
46173,46146,4,,PCH,Yoga Class,,,
46173,46146,4,,PCH,Group X,,,
46173,46146,4,,PCH,GX 1:1,,,
46173,46146,4,,PCH,Group Class,,,
46173,46146,4,,PCH,Supplement,Supplement,Supplement,0
46173,46146,4,,PCH,VAS,,,
46173,46146,4,,PCH,Retail & Califresh,Califresh and Retail,Califresh and Retail,0
46173,46146,4,,PCH,Retail & Califresh,Califresh FW,Califresh and Retail,12.0733272124372
46173,46146,4,18,MPC,CC,NMS,NMS,223.124738528233
46173,46146,4,,MPC,CS,,,
46173,46146,4,,MPC,Gym,,,
46173,46146,4,,MPC,PT,PT,PT,0
46173,46146,4,,MPC,CES,PT,PT,0
46173,46146,4,,MPC,Stretching,PT,PT,0
46173,46146,4,,MPC,Kickfit,PT,PT,0
46173,46146,4,,MPC,Mixed,PT,PT,0
46173,46146,4,,MPC,Pilates,PT,PT,0
46173,46146,4,,MPC,Physio,PT,PT,0
46173,46146,4,,MPC,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,MPC,Yoga,,,
46173,46146,4,,MPC,YI 1:1,YI,Y&I,0
46173,46146,4,,MPC,Yoga Class,,,
46173,46146,4,,MPC,Group X,,,
46173,46146,4,,MPC,GX 1:1,,,
46173,46146,4,,MPC,Group Class,,,
46173,46146,4,,MPC,Supplement,Supplement,Supplement,0
46173,46146,4,,MPC,VAS,,,
46173,46146,4,,MPC,Retail & Califresh,Califresh and Retail,Califresh and Retail,0
46173,46146,4,,MPC,Retail & Califresh,Califresh FW,Califresh and Retail,67.1052372970347
46173,46146,4,19,AMY,CC,NMS,NMS,691.250628234177
46173,46146,4,,AMY,CS,,,
46173,46146,4,,AMY,Gym,,,
46173,46146,4,,AMY,PT,PT,PT,324.295184427092
46173,46146,4,,AMY,CES,PT,PT,0
46173,46146,4,,AMY,Stretching,PT,PT,0
46173,46146,4,,AMY,Kickfit,PT,PT,0
46173,46146,4,,AMY,Mixed,PT,PT,0
46173,46146,4,,AMY,Pilates,PT,PT,0
46173,46146,4,,AMY,Physio,PT,PT,0
46173,46146,4,,AMY,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,AMY,Yoga,,,
46173,46146,4,,AMY,YI 1:1,YI,Y&I,0
46173,46146,4,,AMY,Yoga Class,,,
46173,46146,4,,AMY,Group X,,,
46173,46146,4,,AMY,GX 1:1,,,
46173,46146,4,,AMY,Group Class,,,
46173,46146,4,,AMY,Supplement,Supplement,Supplement,0
46173,46146,4,,AMY,VAS,,,
46173,46146,4,,AMY,Retail & Califresh,Califresh and Retail,Califresh and Retail,105.290644294511
46173,46146,4,,AMY,Retail & Califresh,Califresh FW,Califresh and Retail,34.6757188543255
46173,46146,4,20,HDY,CC,NMS,NMS,195.852882296291
46173,46146,4,,HDY,CS,,,
46173,46146,4,,HDY,Gym,,,
46173,46146,4,,HDY,PT,PT,PT,35.0968814315035
46173,46146,4,,HDY,CES,PT,PT,0
46173,46146,4,,HDY,Stretching,PT,PT,0
46173,46146,4,,HDY,Kickfit,PT,PT,0
46173,46146,4,,HDY,Mixed,PT,PT,0
46173,46146,4,,HDY,Pilates,PT,PT,0
46173,46146,4,,HDY,Physio,PT,PT,0
46173,46146,4,,HDY,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,HDY,Yoga,,,
46173,46146,4,,HDY,YI 1:1,YI,Y&I,0
46173,46146,4,,HDY,Yoga Class,,,
46173,46146,4,,HDY,Group X,,,
46173,46146,4,,HDY,GX 1:1,,,
46173,46146,4,,HDY,Group Class,,,
46173,46146,4,,HDY,Supplement,Supplement,Supplement,0
46173,46146,4,,HDY,VAS,,,
46173,46146,4,,HDY,Retail & Califresh,Califresh and Retail,Califresh and Retail,157.935966441766
46173,46146,4,,HDY,Retail & Califresh,Califresh FW,Califresh and Retail,43.1691641607493
46173,46146,4,21,GVC,CC,NMS,NMS,385.235654500684
46173,46146,4,,GVC,CS,,,
46173,46146,4,,GVC,Gym,,,
46173,46146,4,,GVC,PT,PT,PT,0
46173,46146,4,,GVC,CES,PT,PT,0
46173,46146,4,,GVC,Stretching,PT,PT,0
46173,46146,4,,GVC,Kickfit,PT,PT,0
46173,46146,4,,GVC,Mixed,PT,PT,0
46173,46146,4,,GVC,Pilates,PT,PT,0
46173,46146,4,,GVC,Physio,PT,PT,0
46173,46146,4,,GVC,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,GVC,Yoga,,,
46173,46146,4,,GVC,YI 1:1,YI,Y&I,0
46173,46146,4,,GVC,Yoga Class,,,
46173,46146,4,,GVC,Group X,,,
46173,46146,4,,GVC,GX 1:1,,,
46173,46146,4,,GVC,Group Class,,,
46173,46146,4,,GVC,Supplement,Supplement,Supplement,0
46173,46146,4,,GVC,VAS,,,
46173,46146,4,,GVC,Retail & Califresh,Califresh and Retail,Califresh and Retail,11.3713895838071
46173,46146,4,,GVC,Retail & Califresh,Califresh FW,Califresh and Retail,63.2796772210008
46173,46146,4,22,TDU,CC,NMS,NMS,4611.43189660739
46173,46146,4,,TDU,CS,,,
46173,46146,4,,TDU,Gym,,,
46173,46146,4,,TDU,PT,PT,PT,0
46173,46146,4,,TDU,CES,PT,PT,0
46173,46146,4,,TDU,Stretching,PT,PT,0
46173,46146,4,,TDU,Kickfit,PT,PT,3053.42868454081
46173,46146,4,,TDU,Mixed,PT,PT,0
46173,46146,4,,TDU,Pilates,PT,PT,0
46173,46146,4,,TDU,Physio,PT,PT,0
46173,46146,4,,TDU,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,TDU,Yoga,,,
46173,46146,4,,TDU,YI 1:1,YI,Y&I,0
46173,46146,4,,TDU,Yoga Class,,,
46173,46146,4,,TDU,Group X,,,
46173,46146,4,,TDU,GX 1:1,,,
46173,46146,4,,TDU,Group Class,,,
46173,46146,4,,TDU,Supplement,Supplement,Supplement,0
46173,46146,4,,TDU,VAS,,,
46173,46146,4,,TDU,Retail & Califresh,Califresh and Retail,Califresh and Retail,107.557902834986
46173,46146,4,,TDU,Retail & Califresh,Califresh FW,Califresh and Retail,475.878615329756
46173,46146,4,23,TDY,CC,NMS,NMS,31.5871932883532
46173,46146,4,,TDY,CS,,,
46173,46146,4,,TDY,Gym,,,
46173,46146,4,,TDY,PT,PT,PT,0
46173,46146,4,,TDY,CES,PT,PT,0
46173,46146,4,,TDY,Stretching,PT,PT,0
46173,46146,4,,TDY,Kickfit,PT,PT,0
46173,46146,4,,TDY,Mixed,PT,PT,0
46173,46146,4,,TDY,Pilates,PT,PT,0
46173,46146,4,,TDY,Physio,PT,PT,0
46173,46146,4,,TDY,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,TDY,Yoga,,,
46173,46146,4,,TDY,YI 1:1,YI,Y&I,0
46173,46146,4,,TDY,Yoga Class,,,
46173,46146,4,,TDY,Group X,,,
46173,46146,4,,TDY,GX 1:1,,,
46173,46146,4,,TDY,Group Class,,,
46173,46146,4,,TDY,Supplement,Supplement,Supplement,0
46173,46146,4,,TDY,VAS,,,
46173,46146,4,,TDY,Retail & Califresh,Califresh and Retail,Califresh and Retail,0
46173,46146,4,,TDY,Retail & Califresh,Califresh FW,Califresh and Retail,0
46173,46146,4,24,CVC,CC,NMS,NMS,193.158038449336
46173,46146,4,,CVC,CS,,,
46173,46146,4,,CVC,Gym,,,
46173,46146,4,,CVC,PT,PT,PT,0
46173,46146,4,,CVC,CES,PT,PT,0
46173,46146,4,,CVC,Stretching,PT,PT,0
46173,46146,4,,CVC,Kickfit,PT,PT,0
46173,46146,4,,CVC,Mixed,PT,PT,0
46173,46146,4,,CVC,Pilates,PT,PT,0
46173,46146,4,,CVC,Physio,PT,PT,0
46173,46146,4,,CVC,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,CVC,Yoga,,,
46173,46146,4,,CVC,YI 1:1,YI,Y&I,0
46173,46146,4,,CVC,Yoga Class,,,
46173,46146,4,,CVC,Group X,,,
46173,46146,4,,CVC,GX 1:1,,,
46173,46146,4,,CVC,Group Class,,,
46173,46146,4,,CVC,Supplement,Supplement,Supplement,0
46173,46146,4,,CVC,VAS,,,
46173,46146,4,,CVC,Retail & Califresh,Califresh and Retail,Califresh and Retail,0
46173,46146,4,,CVC,Retail & Califresh,Califresh FW,Califresh and Retail,4.91356340041049
46173,46146,4,25,WPC,CC,NMS,NMS,319.55710543384
46173,46146,4,,WPC,CS,,,
46173,46146,4,,WPC,Gym,,,
46173,46146,4,,WPC,PT,PT,PT,0
46173,46146,4,,WPC,CES,PT,PT,0
46173,46146,4,,WPC,Stretching,PT,PT,0
46173,46146,4,,WPC,Kickfit,PT,PT,0
46173,46146,4,,WPC,Mixed,PT,PT,0
46173,46146,4,,WPC,Pilates,PT,PT,0
46173,46146,4,,WPC,Physio,PT,PT,0
46173,46146,4,,WPC,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,WPC,Yoga,,,
46173,46146,4,,WPC,YI 1:1,YI,Y&I,0
46173,46146,4,,WPC,Yoga Class,,,
46173,46146,4,,WPC,Group X,,,
46173,46146,4,,WPC,GX 1:1,,,
46173,46146,4,,WPC,Group Class,,,
46173,46146,4,,WPC,Supplement,Supplement,Supplement,0
46173,46146,4,,WPC,VAS,,,
46173,46146,4,,WPC,Retail & Califresh,Califresh and Retail,Califresh and Retail,22.7427791676143
46173,46146,4,,WPC,Retail & Califresh,Califresh FW,Califresh and Retail,34.1141687514214
46173,46146,4,26,SCC,CC,NMS,NMS,63.1743865767063
46173,46146,4,,SCC,CS,,,
46173,46146,4,,SCC,Gym,,,
46173,46146,4,,SCC,PT,PT,PT,0
46173,46146,4,,SCC,CES,PT,PT,0
46173,46146,4,,SCC,Stretching,PT,PT,0
46173,46146,4,,SCC,Kickfit,PT,PT,0
46173,46146,4,,SCC,Mixed,PT,PT,0
46173,46146,4,,SCC,Pilates,PT,PT,0
46173,46146,4,,SCC,Physio,PT,PT,0
46173,46146,4,,SCC,HPX,Hypoxi,Hypoxi,0
46173,46146,4,,SCC,Yoga,,,
46173,46146,4,,SCC,YI 1:1,YI,Y&I,0
46173,46146,4,,SCC,Yoga Class,,,
46173,46146,4,,SCC,Group X,,,
46173,46146,4,,SCC,GX 1:1,,,
46173,46146,4,,SCC,Group Class,,,
46173,46146,4,,SCC,Supplement,Supplement,Supplement,0
46173,46146,4,,SCC,VAS,,,
46173,46146,4,,SCC,Retail & Califresh,Califresh and Retail,Califresh and Retail,0
