DAILY REVENUE,,,,,,,,
EOM,DATE,DAY,No.,CLUB,Description,link ce,to link pnl,REV
45838,45835,27,33,VSC,CC,NMS,NMS,907.530981887512
45838,45835,27,,VSC,CS,,,
45838,45835,27,,VSC,Gym,,,
45838,45835,27,,VSC,PT,PT,PT,726.315311634663
45838,45835,27,,VSC,CES,PT,PT,2279.17744790957
45838,45835,27,,VSC,Stretching,PT,PT,0
45838,45835,27,,VSC,Kickfit,PT,PT,148.894638885106
45838,45835,27,,VSC,Mixed,PT,PT,0
45838,45835,27,,VSC,Pilates,PT,PT,0
45838,45835,27,,VSC,Physio,PT,PT,0
45838,45835,27,,VSC,HPX,Hypoxi,Hypoxi,0
45838,45835,27,,VSC,Yoga,,,
45838,45835,27,,VSC,YI 1:1,YI,Y&I,0
45838,45835,27,,VSC,Yoga Class,,,
45838,45835,27,,VSC,Group X,,,
45838,45835,27,,VSC,GX 1:1,,,
45838,45835,27,,VSC,Group Class,,,
45838,45835,27,,VSC,Supplement,Supplement,Supplement,114.325331484531
45838,45835,27,,VSC,VAS,,,0
45838,45835,27,,VSC,Retail & Califresh,Califresh and Retail,Califresh and Retail,56.2613744691914
45838,45835,27,,VSC,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45835,27,34,VMC,CC,NMS,NMS,1486.76744291616
45838,45835,27,,VMC,CS,,,
45838,45835,27,,VMC,Gym,,,
45838,45835,27,,VMC,PT,PT,PT,732.125834127741
45838,45835,27,,VMC,CES,PT,PT,1578.71714558083
45838,45835,27,,VMC,Stretching,PT,PT,0
45838,45835,27,,VMC,Kickfit,PT,PT,0
45838,45835,27,,VMC,Mixed,PT,PT,1089.47296745199
45838,45835,27,,VMC,Pilates,PT,PT,0
45838,45835,27,,VMC,Physio,PT,PT,0
45838,45835,27,,VMC,HPX,Hypoxi,Hypoxi,0
45838,45835,27,,VMC,Yoga,,,
45838,45835,27,,VMC,YI 1:1,YI,Y&I,0
45838,45835,27,,VMC,Yoga Class,,,
45838,45835,27,,VMC,Group X,,,
45838,45835,27,,VMC,GX 1:1,,,
45838,45835,27,,VMC,Group Class,,,
45838,45835,27,,VMC,Supplement,Supplement,Supplement,0
45838,45835,27,,VMC,VAS,,,0
45838,45835,27,,VMC,Retail & Califresh,Califresh and Retail,Califresh and Retail,43.2619811075483
45838,45835,27,,VMC,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45835,27,35,AMU,CC,NMS,NMS,2446.00332289255
45838,45835,27,,AMU,CS,,,
45838,45835,27,,AMU,Gym,,,
45838,45835,27,,AMU,PT,PT,PT,0
45838,45835,27,,AMU,CES,PT,PT,0
45838,45835,27,,AMU,Stretching,PT,PT,0
45838,45835,27,,AMU,Kickfit,PT,PT,0
45838,45835,27,,AMU,Mixed,PT,PT,0
45838,45835,27,,AMU,Pilates,PT,PT,0
45838,45835,27,,AMU,Physio,PT,PT,0
45838,45835,27,,AMU,HPX,Hypoxi,Hypoxi,0
45838,45835,27,,AMU,Yoga,,,
45838,45835,27,,AMU,YI 1:1,YI,Y&I,0
45838,45835,27,,AMU,Yoga Class,,,
45838,45835,27,,AMU,Group X,,,
45838,45835,27,,AMU,GX 1:1,,,
45838,45835,27,,AMU,Group Class,,,
45838,45835,27,,AMU,Supplement,Supplement,Supplement,0
45838,45835,27,,AMU,VAS,,,0
45838,45835,27,,AMU,Retail & Califresh,Califresh and Retail,Califresh and Retail,106.317705173759
45838,45835,27,,AMU,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45835,27,36,JCQ,CC,NMS,NMS,0
45838,45835,27,,JCQ,CS,,,
45838,45835,27,,JCQ,Gym,,,
45838,45835,27,,JCQ,PT,PT,PT,0
45838,45835,27,,JCQ,CES,PT,PT,0
45838,45835,27,,JCQ,Stretching,PT,PT,0
45838,45835,27,,JCQ,Kickfit,PT,PT,0
45838,45835,27,,JCQ,Mixed,PT,PT,0
45838,45835,27,,JCQ,Pilates,PT,PT,0
45838,45835,27,,JCQ,Physio,PT,PT,0
45838,45835,27,,JCQ,HPX,Hypoxi,Hypoxi,0
45838,45835,27,,JCQ,Yoga,,,
45838,45835,27,,JCQ,YI 1:1,YI,Y&I,0
45838,45835,27,,JCQ,Yoga Class,,,
45838,45835,27,,JCQ,Group X,,,
45838,45835,27,,JCQ,GX 1:1,,,
45838,45835,27,,JCQ,Group Class,,,
45838,45835,27,,JCQ,Supplement,Supplement,Supplement,0
45838,45835,27,,JCQ,VAS,,,0
45838,45835,27,,JCQ,Retail & Califresh,Califresh and Retail,Califresh and Retail,0
45838,45835,27,,JCQ,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45835,27,37,JVJ,CC,NMS,NMS,50.6968087520995
45838,45835,27,,JVJ,CS,,,
45838,45835,27,,JVJ,Gym,,,
45838,45835,27,,JVJ,PT,PT,PT,152.526215443279
45838,45835,27,,JVJ,CES,PT,PT,0
45838,45835,27,,JVJ,Stretching,PT,PT,1089.47296745199
45838,45835,27,,JVJ,Kickfit,PT,PT,0
45838,45835,27,,JVJ,Mixed,PT,PT,0
45838,45835,27,,JVJ,Pilates,PT,PT,0
45838,45835,27,,JVJ,Physio,PT,PT,0
45838,45835,27,,JVJ,HPX,Hypoxi,Hypoxi,0
45838,45835,27,,JVJ,Yoga,,,
45838,45835,27,,JVJ,YI 1:1,YI,Y&I,0
45838,45835,27,,JVJ,Yoga Class,,,
45838,45835,27,,JVJ,Group X,,,
45838,45835,27,,JVJ,GX 1:1,,,
45838,45835,27,,JVJ,Group Class,,,
45838,45835,27,,JVJ,Supplement,Supplement,Supplement,0
45838,45835,27,,JVJ,VAS,,,0
45838,45835,27,,JVJ,Retail & Califresh,Califresh and Retail,Califresh and Retail,0
45838,45835,27,,JVJ,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45835,27,38,TC1,CC,NMS,NMS,0
45838,45835,27,,TC1,CS,,,
45838,45835,27,,TC1,Gym,,,
45838,45835,27,,TC1,PT,PT,PT,0
45838,45835,27,,TC1,CES,PT,PT,0
45838,45835,27,,TC1,Stretching,PT,PT,0
45838,45835,27,,TC1,Kickfit,PT,PT,0
45838,45835,27,,TC1,Mixed,PT,PT,0
45838,45835,27,,TC1,Pilates,PT,PT,0
45838,45835,27,,TC1,Physio,PT,PT,0
45838,45835,27,,TC1,HPX,Hypoxi,Hypoxi,0
45838,45835,27,,TC1,Yoga,,,
45838,45835,27,,TC1,YI 1:1,YI,Y&I,0
45838,45835,27,,TC1,Yoga Class,,,
45838,45835,27,,TC1,Group X,,,
45838,45835,27,,TC1,GX 1:1,,,
45838,45835,27,,TC1,Group Class,,,
45838,45835,27,,TC1,Supplement,Supplement,Supplement,0
45838,45835,27,,TC1,VAS,,,0
45838,45835,27,,TC1,Retail & Califresh,Califresh and Retail,Califresh and Retail,0
45838,45835,27,,TC1,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45835,27,39,TTC,CC,NMS,NMS,0
45838,45835,27,,TTC,CS,,,
45838,45835,27,,TTC,Gym,,,
45838,45835,27,,TTC,PT,PT,PT,0
45838,45835,27,,TTC,CES,PT,PT,0
45838,45835,27,,TTC,Stretching,PT,PT,0
45838,45835,27,,TTC,Kickfit,PT,PT,0
45838,45835,27,,TTC,Mixed,PT,PT,0
45838,45835,27,,TTC,Pilates,PT,PT,0
45838,45835,27,,TTC,Physio,PT,PT,0
45838,45835,27,,TTC,HPX,Hypoxi,Hypoxi,0
45838,45835,27,,TTC,Yoga,,,
45838,45835,27,,TTC,YI 1:1,YI,Y&I,0
45838,45835,27,,TTC,Yoga Class,,,
45838,45835,27,,TTC,Group X,,,
45838,45835,27,,TTC,GX 1:1,,,
45838,45835,27,,TTC,Group Class,,,
45838,45835,27,,TTC,Supplement,Supplement,Supplement,0
45838,45835,27,,TTC,VAS,,,0
45838,45835,27,,TTC,Retail & Califresh,Califresh and Retail,Califresh and Retail,0
45838,45835,27,,TTC,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,1,HVP,CC,NMS,NMS,8834.26929955967
45838,45836,28,,HVP,CS,,,
45838,45836,28,,HVP,Gym,,,
45838,45836,28,,HVP,PT,PT,PT,996.538889645467
45838,45836,28,,HVP,CES,PT,PT,1645.46733850833
45838,45836,28,,HVP,Stretching,PT,PT,0
45838,45836,28,,HVP,Kickfit,PT,PT,370.420808933678
45838,45836,28,,HVP,Mixed,PT,PT,1830.31458531935
45838,45836,28,,HVP,Pilates,PT,PT,0
45838,45836,28,,HVP,Physio,PT,PT,0
45838,45836,28,,HVP,HPX,Hypoxi,Hypoxi,1207.68177485051
45838,45836,28,,HVP,Yoga,,,
45838,45836,28,,HVP,YI 1:1,YI,Y&I,0
45838,45836,28,,HVP,Yoga Class,,,
45838,45836,28,,HVP,Group X,,,
45838,45836,28,,HVP,GX 1:1,,,
45838,45836,28,,HVP,Group Class,,,
45838,45836,28,,HVP,Supplement,Supplement,Supplement,193.98561400468
45838,45836,28,,HVP,VAS,,,0
45838,45836,28,,HVP,Retail & Califresh,Califresh and Retail,Califresh and Retail,58.133287113268
45838,45836,28,,HVP,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,2,PCO,CC,NMS,NMS,2198.19329066231
45838,45836,28,,PCO,CS,,,
45838,45836,28,,PCO,Gym,,,
45838,45836,28,,PCO,PT,PT,PT,2469.47205955786
45838,45836,28,,PCO,CES,PT,PT,0
45838,45836,28,,PCO,Stretching,PT,PT,0
45838,45836,28,,PCO,Kickfit,PT,PT,0
45838,45836,28,,PCO,Mixed,PT,PT,0
45838,45836,28,,PCO,Pilates,PT,PT,0
45838,45836,28,,PCO,Physio,PT,PT,0
45838,45836,28,,PCO,HPX,Hypoxi,Hypoxi,519.975734465725
45838,45836,28,,PCO,Yoga,,,
45838,45836,28,,PCO,YI 1:1,YI,Y&I,0
45838,45836,28,,PCO,Yoga Class,,,
45838,45836,28,,PCO,Group X,,,
45838,45836,28,,PCO,GX 1:1,,,
45838,45836,28,,PCO,Group Class,,,
45838,45836,28,,PCO,Supplement,Supplement,Supplement,131.657855966722
45838,45836,28,,PCO,VAS,,,0
45838,45836,28,,PCO,Retail & Califresh,Califresh and Retail,Califresh and Retail,43.5393014992634
45838,45836,28,,PCO,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,3,BDS,CC,NMS,NMS,3594.89763493577
45838,45836,28,,BDS,CS,,,
45838,45836,28,,BDS,Gym,,,
45838,45836,28,,BDS,PT,PT,PT,584.248036678923
45838,45836,28,,BDS,CES,PT,PT,0
45838,45836,28,,BDS,Stretching,PT,PT,0
45838,45836,28,,BDS,Kickfit,PT,PT,0
45838,45836,28,,BDS,Mixed,PT,PT,0
45838,45836,28,,BDS,Pilates,PT,PT,0
45838,45836,28,,BDS,Physio,PT,PT,0
45838,45836,28,,BDS,HPX,Hypoxi,Hypoxi,0
45838,45836,28,,BDS,Yoga,,,
45838,45836,28,,BDS,YI 1:1,YI,Y&I,0
45838,45836,28,,BDS,Yoga Class,,,
45838,45836,28,,BDS,Group X,,,
45838,45836,28,,BDS,GX 1:1,,,
45838,45836,28,,BDS,Group Class,,,
45838,45836,28,,BDS,Supplement,Supplement,Supplement,131.657855966722
45838,45836,28,,BDS,VAS,,,0
45838,45836,28,,BDS,Retail & Califresh,Califresh and Retail,Califresh and Retail,62.4317531848513
45838,45836,28,,BDS,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,4,VVO,CC,NMS,NMS,3427.11879794816
45838,45836,28,,VVO,CS,,,
45838,45836,28,,VVO,Gym,,,
45838,45836,28,,VVO,PT,PT,PT,1237.64129102547
45838,45836,28,,VVO,CES,PT,PT,0
45838,45836,28,,VVO,Stretching,PT,PT,644.967996731581
45838,45836,28,,VVO,Kickfit,PT,PT,0
45838,45836,28,,VVO,Mixed,PT,PT,6536.83780471197
45838,45836,28,,VVO,Pilates,PT,PT,0
45838,45836,28,,VVO,Physio,PT,PT,0
45838,45836,28,,VVO,HPX,Hypoxi,Hypoxi,0
45838,45836,28,,VVO,Yoga,,,
45838,45836,28,,VVO,YI 1:1,YI,Y&I,0
45838,45836,28,,VVO,Yoga Class,,,
45838,45836,28,,VVO,Group X,,,
45838,45836,28,,VVO,GX 1:1,,,
45838,45836,28,,VVO,Group Class,,,
45838,45836,28,,VVO,Supplement,Supplement,Supplement,197.486783950082
45838,45836,28,,VVO,VAS,,,0
45838,45836,28,,VVO,Retail & Califresh,Califresh and Retail,Califresh and Retail,127.810035531675
45838,45836,28,,VVO,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,5,TDC,CC,NMS,NMS,3241.90839348132
45838,45836,28,,TDC,CS,,,
45838,45836,28,,TDC,Gym,,,
45838,45836,28,,TDC,PT,PT,PT,326.841890235599
45838,45836,28,,TDC,CES,PT,PT,0
45838,45836,28,,TDC,Stretching,PT,PT,181.578827908666
45838,45836,28,,TDC,Kickfit,PT,PT,0
45838,45836,28,,TDC,Mixed,PT,PT,1222.02551182532
45838,45836,28,,TDC,Pilates,PT,PT,0
45838,45836,28,,TDC,Physio,PT,PT,0
45838,45836,28,,TDC,HPX,Hypoxi,Hypoxi,0
45838,45836,28,,TDC,Yoga,,,
45838,45836,28,,TDC,YI 1:1,YI,Y&I,0
45838,45836,28,,TDC,Yoga Class,,,
45838,45836,28,,TDC,Group X,,,
45838,45836,28,,TDC,GX 1:1,,,
45838,45836,28,,TDC,Group Class,,,
45838,45836,28,,TDC,Supplement,Supplement,Supplement,131.657855966722
45838,45836,28,,TDC,VAS,,,0
45838,45836,28,,TDC,Retail & Califresh,Califresh and Retail,Califresh and Retail,10.8501603258515
45838,45836,28,,TDC,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,6,FDC,CC,NMS,NMS,1434.77514185846
45838,45836,28,,FDC,CS,,,
45838,45836,28,,FDC,Gym,,,
45838,45836,28,,FDC,PT,PT,PT,938.399382631985
45838,45836,28,,FDC,CES,PT,PT,0
45838,45836,28,,FDC,Stretching,PT,PT,0
45838,45836,28,,FDC,Kickfit,PT,PT,902.083617050252
45838,45836,28,,FDC,Mixed,PT,PT,0
45838,45836,28,,FDC,Pilates,PT,PT,0
45838,45836,28,,FDC,Physio,PT,PT,0
45838,45836,28,,FDC,HPX,Hypoxi,Hypoxi,0
45838,45836,28,,FDC,Yoga,,,
45838,45836,28,,FDC,YI 1:1,YI,Y&I,0
45838,45836,28,,FDC,Yoga Class,,,
45838,45836,28,,FDC,Group X,,,
45838,45836,28,,FDC,GX 1:1,,,
45838,45836,28,,FDC,Group Class,,,
45838,45836,28,,FDC,Supplement,Supplement,Supplement,0
45838,45836,28,,FDC,VAS,,,0
45838,45836,28,,FDC,Retail & Califresh,Califresh and Retail,Califresh and Retail,18.5804662449086
45838,45836,28,,FDC,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,7,RCC,CC,NMS,NMS,2621.56248581415
45838,45836,28,,RCC,CS,,,
45838,45836,28,,RCC,Gym,,,
45838,45836,28,,RCC,PT,PT,PT,4566.78000817105
45838,45836,28,,RCC,CES,PT,PT,0
45838,45836,28,,RCC,Stretching,PT,PT,0
45838,45836,28,,RCC,Kickfit,PT,PT,1216.57814698806
45838,45836,28,,RCC,Mixed,PT,PT,0
45838,45836,28,,RCC,Pilates,PT,PT,0
45838,45836,28,,RCC,Physio,PT,PT,0
45838,45836,28,,RCC,HPX,Hypoxi,Hypoxi,0
45838,45836,28,,RCC,Yoga,,,
45838,45836,28,,RCC,YI 1:1,YI,Y&I,0
45838,45836,28,,RCC,Yoga Class,,,
45838,45836,28,,RCC,Group X,,,
45838,45836,28,,RCC,GX 1:1,,,
45838,45836,28,,RCC,Group Class,,,
45838,45836,28,,RCC,Supplement,Supplement,Supplement,0
45838,45836,28,,RCC,VAS,,,0
45838,45836,28,,RCC,Retail & Califresh,Califresh and Retail,Califresh and Retail,67.7355056764018
45838,45836,28,,RCC,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,8,SCT,CC,NMS,NMS,8121.36728857415
45838,45836,28,,SCT,CS,,,
45838,45836,28,,SCT,Gym,,,
45838,45836,28,,SCT,PT,PT,PT,177.947251350493
45838,45836,28,,SCT,CES,PT,PT,0
45838,45836,28,,SCT,Stretching,PT,PT,0
45838,45836,28,,SCT,Kickfit,PT,PT,0
45838,45836,28,,SCT,Mixed,PT,PT,0
45838,45836,28,,SCT,Pilates,PT,PT,0
45838,45836,28,,SCT,Physio,PT,PT,0
45838,45836,28,,SCT,HPX,Hypoxi,Hypoxi,998.353410174192
45838,45836,28,,SCT,Yoga,,,
45838,45836,28,,SCT,YI 1:1,YI,Y&I,0
45838,45836,28,,SCT,Yoga Class,,,
45838,45836,28,,SCT,Group X,,,
45838,45836,28,,SCT,GX 1:1,,,
45838,45836,28,,SCT,Group Class,,,
45838,45836,28,,SCT,Supplement,Supplement,Supplement,0
45838,45836,28,,SCT,VAS,,,0
45838,45836,28,,SCT,Retail & Califresh,Califresh and Retail,Califresh and Retail,39.3101655256088
45838,45836,28,,SCT,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,9,TCM,CC,NMS,NMS,1906.03295655727
45838,45836,28,,TCM,CS,,,
45838,45836,28,,TCM,Gym,,,
45838,45836,28,,TCM,PT,PT,PT,0
45838,45836,28,,TCM,CES,PT,PT,0
45838,45836,28,,TCM,Stretching,PT,PT,0
45838,45836,28,,TCM,Kickfit,PT,PT,0
45838,45836,28,,TCM,Mixed,PT,PT,0
45838,45836,28,,TCM,Pilates,PT,PT,0
45838,45836,28,,TCM,Physio,PT,PT,0
45838,45836,28,,TCM,HPX,Hypoxi,Hypoxi,13.8660195857527
45838,45836,28,,TCM,Yoga,,,
45838,45836,28,,TCM,YI 1:1,YI,Y&I,0
45838,45836,28,,TCM,Yoga Class,,,
45838,45836,28,,TCM,Group X,,,
45838,45836,28,,TCM,GX 1:1,,,
45838,45836,28,,TCM,Group Class,,,
45838,45836,28,,TCM,Supplement,Supplement,Supplement,0
45838,45836,28,,TCM,VAS,,,0
45838,45836,28,,TCM,Retail & Califresh,Califresh and Retail,Califresh and Retail,55.1520929023312
45838,45836,28,,TCM,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,10,CPT,CC,NMS,NMS,2223.97748422534
45838,45836,28,,CPT,CS,,,
45838,45836,28,,CPT,Gym,,,
45838,45836,28,,CPT,PT,PT,PT,602.841708656771
45838,45836,28,,CPT,CES,PT,PT,2352.60792591584
45838,45836,28,,CPT,Stretching,PT,PT,0
45838,45836,28,,CPT,Kickfit,PT,PT,1452.63062326933
45838,45836,28,,CPT,Mixed,PT,PT,0
45838,45836,28,,CPT,Pilates,PT,PT,0
45838,45836,28,,CPT,Physio,PT,PT,0
45838,45836,28,,CPT,HPX,Hypoxi,Hypoxi,0
45838,45836,28,,CPT,Yoga,,,
45838,45836,28,,CPT,YI 1:1,YI,Y&I,0
45838,45836,28,,CPT,Yoga Class,,,
45838,45836,28,,CPT,Group X,,,
45838,45836,28,,CPT,GX 1:1,,,
45838,45836,28,,CPT,Group Class,,,
45838,45836,28,,CPT,Supplement,Supplement,Supplement,180.154259467892
45838,45836,28,,CPT,VAS,,,0
45838,45836,28,,CPT,Retail & Califresh,Califresh and Retail,Califresh and Retail,136.025652136234
45838,45836,28,,CPT,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,11,DNG,CC,NMS,NMS,3588.36079713105
45838,45836,28,,DNG,CS,,,
45838,45836,28,,DNG,Gym,,,
45838,45836,28,,DNG,PT,PT,PT,3997.63947523719
45838,45836,28,,DNG,CES,PT,PT,0
45838,45836,28,,DNG,Stretching,PT,PT,0
45838,45836,28,,DNG,Kickfit,PT,PT,0
45838,45836,28,,DNG,Mixed,PT,PT,0
45838,45836,28,,DNG,Pilates,PT,PT,0
45838,45836,28,,DNG,Physio,PT,PT,0
45838,45836,28,,DNG,HPX,Hypoxi,Hypoxi,445.05069763411
45838,45836,28,,DNG,Yoga,,,
45838,45836,28,,DNG,YI 1:1,YI,Y&I,0
45838,45836,28,,DNG,Yoga Class,,,
45838,45836,28,,DNG,Group X,,,
45838,45836,28,,DNG,GX 1:1,,,
45838,45836,28,,DNG,Group Class,,,
45838,45836,28,,DNG,Supplement,Supplement,Supplement,0
45838,45836,28,,DNG,VAS,,,0
45838,45836,28,,DNG,Retail & Califresh,Califresh and Retail,Califresh and Retail,53.5921656989341
45838,45836,28,,DNG,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,12,LTC,CC,NMS,NMS,760.452131281492
45838,45836,28,,LTC,CS,,,
45838,45836,28,,LTC,Gym,,,
45838,45836,28,,LTC,PT,PT,PT,0
45838,45836,28,,LTC,CES,PT,PT,335.557673975214
45838,45836,28,,LTC,Stretching,PT,PT,0.363157655817332
45838,45836,28,,LTC,Kickfit,PT,PT,0
45838,45836,28,,LTC,Mixed,PT,PT,0
45838,45836,28,,LTC,Pilates,PT,PT,0
45838,45836,28,,LTC,Physio,PT,PT,0
45838,45836,28,,LTC,HPX,Hypoxi,Hypoxi,0
45838,45836,28,,LTC,Yoga,,,
45838,45836,28,,LTC,YI 1:1,YI,Y&I,0
45838,45836,28,,LTC,Yoga Class,,,
45838,45836,28,,LTC,Group X,,,
45838,45836,28,,LTC,GX 1:1,,,
45838,45836,28,,LTC,Group Class,,,
45838,45836,28,,LTC,Supplement,Supplement,Supplement,48.5310685501343
45838,45836,28,,LTC,VAS,,,0
45838,45836,28,,LTC,Retail & Califresh,Califresh and Retail,Califresh and Retail,637.316925210157
45838,45836,28,,LTC,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,13,PPC,CC,NMS,NMS,468.110218348541
45838,45836,28,,PPC,CS,,,
45838,45836,28,,PPC,Gym,,,
45838,45836,28,,PPC,PT,PT,PT,1531.54420082618
45838,45836,28,,PPC,CES,PT,PT,0
45838,45836,28,,PPC,Stretching,PT,PT,0
45838,45836,28,,PPC,Kickfit,PT,PT,0
45838,45836,28,,PPC,Mixed,PT,PT,2083.21757683054
45838,45836,28,,PPC,Pilates,PT,PT,0
45838,45836,28,,PPC,Physio,PT,PT,0
45838,45836,28,,PPC,HPX,Hypoxi,Hypoxi,0
45838,45836,28,,PPC,Yoga,,,
45838,45836,28,,PPC,YI 1:1,YI,Y&I,0
45838,45836,28,,PPC,Yoga Class,,,
45838,45836,28,,PPC,Group X,,,
45838,45836,28,,PPC,GX 1:1,,,
45838,45836,28,,PPC,Group Class,,,
45838,45836,28,,PPC,Supplement,Supplement,Supplement,0
45838,45836,28,,PPC,VAS,,,0
45838,45836,28,,PPC,Retail & Califresh,Califresh and Retail,Califresh and Retail,5.44241268740792
45838,45836,28,,PPC,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,14,PBH,CC,NMS,NMS,1154.84134549911
45838,45836,28,,PBH,CS,,,
45838,45836,28,,PBH,Gym,,,
45838,45836,28,,PBH,PT,PT,PT,58.1052249307731
45838,45836,28,,PBH,CES,PT,PT,0
45838,45836,28,,PBH,Stretching,PT,PT,0
45838,45836,28,,PBH,Kickfit,PT,PT,363.157655817332
45838,45836,28,,PBH,Mixed,PT,PT,0
45838,45836,28,,PBH,Pilates,PT,PT,0
45838,45836,28,,PBH,Physio,PT,PT,0
45838,45836,28,,PBH,HPX,Hypoxi,Hypoxi,0
45838,45836,28,,PBH,Yoga,,,
45838,45836,28,,PBH,YI 1:1,YI,Y&I,0
45838,45836,28,,PBH,Yoga Class,,,
45838,45836,28,,PBH,Group X,,,
45838,45836,28,,PBH,GX 1:1,,,
45838,45836,28,,PBH,Group Class,,,
45838,45836,28,,PBH,Supplement,Supplement,Supplement,0
45838,45836,28,,PBH,VAS,,,0
45838,45836,28,,PBH,Retail & Califresh,Califresh and Retail,Califresh and Retail,5.37308258947916
45838,45836,28,,PBH,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,15,NTC,CC,NMS,NMS,527.559126605838
45838,45836,28,,NTC,CS,,,
45838,45836,28,,NTC,Gym,,,
45838,45836,28,,NTC,PT,PT,PT,2248.38167869626
45838,45836,28,,NTC,CES,PT,PT,0
45838,45836,28,,NTC,Stretching,PT,PT,0
45838,45836,28,,NTC,Kickfit,PT,PT,0
45838,45836,28,,NTC,Mixed,PT,PT,1543.42003722366
45838,45836,28,,NTC,Pilates,PT,PT,0
45838,45836,28,,NTC,Physio,PT,PT,0
45838,45836,28,,NTC,HPX,Hypoxi,Hypoxi,0
45838,45836,28,,NTC,Yoga,,,
45838,45836,28,,NTC,YI 1:1,YI,Y&I,0
45838,45836,28,,NTC,Yoga Class,,,
45838,45836,28,,NTC,Group X,,,
45838,45836,28,,NTC,GX 1:1,,,
45838,45836,28,,NTC,Group Class,,,
45838,45836,28,,NTC,Supplement,Supplement,Supplement,114.325331484531
45838,45836,28,,NTC,VAS,,,0
45838,45836,28,,NTC,Retail & Califresh,Califresh and Retail,Califresh and Retail,142.022705607072
45838,45836,28,,NTC,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,16,CTC,CC,NMS,NMS,5434.35620318671
45838,45836,28,,CTC,CS,,,
45838,45836,28,,CTC,Gym,,,
45838,45836,28,,CTC,PT,PT,PT,1594.26152798584
45838,45836,28,,CTC,CES,PT,PT,5458.25920377684
45838,45836,28,,CTC,Stretching,PT,PT,0
45838,45836,28,,CTC,Kickfit,PT,PT,2790.50342730038
45838,45836,28,,CTC,Mixed,PT,PT,0
45838,45836,28,,CTC,Pilates,PT,PT,0
45838,45836,28,,CTC,Physio,PT,PT,0
45838,45836,28,,CTC,HPX,Hypoxi,Hypoxi,0
45838,45836,28,,CTC,Yoga,,,
45838,45836,28,,CTC,YI 1:1,YI,Y&I,1089.47296745199
45838,45836,28,,CTC,Yoga Class,,,
45838,45836,28,,CTC,Group X,,,
45838,45836,28,,CTC,GX 1:1,,,
45838,45836,28,,CTC,Group Class,,,
45838,45836,28,,CTC,Supplement,Supplement,Supplement,329.144639916804
45838,45836,28,,CTC,VAS,,,0
45838,45836,28,,CTC,Retail & Califresh,Califresh and Retail,Califresh and Retail,777.017072536615
45838,45836,28,,CTC,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,17,PCH,CC,NMS,NMS,4084.10731308729
45838,45836,28,,PCH,CS,,,
45838,45836,28,,PCH,Gym,,,
45838,45836,28,,PCH,PT,PT,PT,585.555404239866
45838,45836,28,,PCH,CES,PT,PT,343.22030051296
45838,45836,28,,PCH,Stretching,PT,PT,0
45838,45836,28,,PCH,Kickfit,PT,PT,1490.39901947433
45838,45836,28,,PCH,Mixed,PT,PT,0
45838,45836,28,,PCH,Pilates,PT,PT,0
45838,45836,28,,PCH,Physio,PT,PT,0
45838,45836,28,,PCH,HPX,Hypoxi,Hypoxi,0
45838,45836,28,,PCH,Yoga,,,
45838,45836,28,,PCH,YI 1:1,YI,Y&I,0
45838,45836,28,,PCH,Yoga Class,,,
45838,45836,28,,PCH,Group X,,,
45838,45836,28,,PCH,GX 1:1,,,
45838,45836,28,,PCH,Group Class,,,
45838,45836,28,,PCH,Supplement,Supplement,Supplement,0
45838,45836,28,,PCH,VAS,,,0
45838,45836,28,,PCH,Retail & Califresh,Califresh and Retail,Califresh and Retail,35.0810295519542
45838,45836,28,,PCH,Retail & Califresh,Califresh FW,Califresh and Retail,
45838,45836,28,18,MPC,CC,NMS,NMS,3806.51250624177
45838,45836,28,,MPC,CS,,,
45838,45836,28,,MPC,Gym,,,
45838,45836,28,,MPC,PT,PT,PT,335.557673975214
45838,45836,28,,MPC,CES,PT,PT,0
45838,45836,28,,MPC,Stretching,PT,PT,0
45838,45836,28,,MPC,Kickfit,PT,PT,335.557673975214
45838,45836,28,,MPC,Mixed,PT,PT,0
